#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	2556715	2557245	-	PPDDFK_31815	ribF	riboflavin biosynthesis protein RibF	EC:2.7.1.26, EC:2.7.7.2, GO:0003919, GO:0005737, GO:0006747, GO:0009398, KEGG:K11753, SO:0001217, UniRef:UniRef50_A0A352R1N3, UniRef:UniRef90_A0A7H4PAH6
contig_2	cds	2557560	2557862	+	PPDDFK_31820		Antitoxin PhD (Modular protein)	SO:0001217, UniParc:UPI000521ED08, UniRef:UniRef100_A0A927DA37, UniRef:UniRef50_A0A285AYC0, UniRef:UniRef90_A0A927DA37
contig_2	cds	2557997	2558206	-	PPDDFK_31825		hypothetical protein	SO:0001217, UniParc:UPI000282EA1A, UniRef:UniRef100_A0A0C7KJI4, UniRef:UniRef50_A0A3S5DPZ4, UniRef:UniRef90_E3GA15
contig_2	cds	2558365	2559261	-	PPDDFK_31830	nhaR	transcriptional activator NhaR	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_002887961.1, SO:0001217, UniParc:UPI000157602A, UniRef:UniRef100_C4T9C6, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_A0A9C7QIM5
contig_2	cds	2559315	2560538	-	PPDDFK_31835	nhaA	Na+/H+ antiporter NhaA	COG:COG3004, COG:CP, GO:0005886, GO:0006814, GO:0006885, GO:0015081, GO:0015297, GO:0015385, GO:1902600, SO:0001217, UniRef:UniRef50_P13738, UniRef:UniRef90_A6T4F6
contig_2	cds	2560668	2561201	-	PPDDFK_31840	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_A0A2X1JJP6, UniRef:UniRef90_A0A2X1JJP6
contig_2	cds	2561180	2561800	-	PPDDFK_31845	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_A0A7R9L7L2, UniRef:UniRef90_A0A2X1JLP6
contig_2	ncRNA	2561802	2561877	-	PPDDFK_31850	tpke11	tpke11	RFAM:RF02031, SO:0000655
contig_2	cds	2561888	2562490	-	PPDDFK_31855	dnaK	Chaperone protein DnaK (Heat shock protein 70) (Heat shock 70 kDaprotein) (HSP70)	SO:0001217, UniRef:UniRef50_A0A3N5M7I8, UniRef:UniRef90_A0A377DEX1
contig_2	cds	2562468	2563805	-	PPDDFK_31860	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0006457, GO:0016887, SO:0001217, UniRef:UniRef50_Q05FS8, UniRef:UniRef90_UPI002556FAFA
contig_2	cds	2564191	2564520	+	PPDDFK_31865		DUF2541 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A379X0F1, UniRef:UniRef90_A0A2X3EVR6
contig_2	cds	2564622	2565371	+	PPDDFK_31870	msyB	acidic protein MsyB	COG:COG4735, COG:S, RefSeq:WP_062920995.1, SO:0001217, UniParc:UPI00078D65FC, UniRef:UniRef100_A0A9Q6J0B9, UniRef:UniRef50_P58316, UniRef:UniRef90_A0A8B6IM25
contig_2	cds	2565460	2566026	+	PPDDFK_31875	satP	acetate uptake transporter	COG:C, COG:COG1584, GO:0016020, RefSeq:WP_002887905.1, SO:0001217, UniParc:UPI0001B775BC, UniRef:UniRef100_A0A0W8AW54, UniRef:UniRef50_P0AC99, UniRef:UniRef90_A0A3N2E784
contig_2	cds	2566089	2567393	-	PPDDFK_31880	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, KEGG:K03762, RefSeq:WP_004146012.1, SO:0001217, UniParc:UPI0001575FD1, UniRef:UniRef100_A0A060VDN1, UniRef:UniRef50_A0A494G9L5, UniRef:UniRef90_A0A060VDN1
contig_2	cds	2567513	2568100	-	PPDDFK_31885	mog	molybdopterin adenylyltransferase	COG:COG0521, COG:H, EC:2.7.7.75, GO:0006777, RefSeq:WP_062920996.1, SO:0001217, UniParc:UPI00078EE36B, UniRef:UniRef100_A0A9Q6NHR4, UniRef:UniRef50_P0AF04, UniRef:UniRef90_A0A089PSJ7
contig_2	cds	2568217	2569152	-	PPDDFK_31890	tal	transaldolase B	BlastRules:WP_000130175, COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0006098, SO:0001217, UniRef:UniRef50_Q8FLD1, UniRef:UniRef90_A0A0W8AVX8
contig_2	cds	2569355	2570785	+	PPDDFK_31895	alsT	Na+/alanine symporter	COG:COG1115, COG:E, RefSeq:WP_064162315.1, SO:0001217, UniParc:UPI0007CC01FF, UniRef:UniRef100_A0A9Q6NIV7, UniRef:UniRef50_A0A378CFB4, UniRef:UniRef90_A0A919HUE8
contig_2	cds	2570863	2571327	+	PPDDFK_31900		YaaA-like protein	KEGG:K09861, SO:0001217, UniRef:UniRef50_A0A920G266, UniRef:UniRef90_A0A377XM06
contig_2	cds	2571396	2571635	+	PPDDFK_31905		YaaA-like protein	SO:0001217, UniParc:UPI00026EAD58, UniRef:UniRef100_A0A2X3DE70, UniRef:UniRef50_A0A378C2E2, UniRef:UniRef90_A0A378C2E2
contig_2	cds	2571704	2572081	-	PPDDFK_31910		Lipoprotein	RefSeq:WP_002887866.1, SO:0001217, UniParc:UPI0001A581EA, UniRef:UniRef100_A0A0W8AW82, UniRef:UniRef50_A6T4E5, UniRef:UniRef90_A6T4E5
contig_2	cds	2572396	2573676	-	PPDDFK_31915	thrC	threonine synthase	COG:COG0498, COG:E, EC:4.2.3.1, GO:0004795, GO:0005829, GO:0009088, GO:0030170, RefSeq:WP_002887863.1, SO:0001217, UniParc:UPI0001A581E9, UniRef:UniRef100_A0A9P1P7A6, UniRef:UniRef50_P00934, UniRef:UniRef90_P00934
contig_2	cds	2573680	2574609	-	PPDDFK_31920	thrB	homoserine kinase	COG:COG0083, COG:E, EC:2.7.1.39, GO:0004413, GO:0005524, GO:0005737, GO:0009088, GO:0016310, SO:0001217, UniRef:UniRef50_Q6D0A9, UniRef:UniRef90_A6T4E3
contig_2	cds	2574611	2575792	-	PPDDFK_31925	thrA	bifunctional aspartate kinase/homoserine dehydrogenase I	EC:1.1.1.3, EC:2.7.2.4, GO:0004072, GO:0004412, GO:0008652, GO:0009067, GO:0050661, SO:0001217, UniRef:UniRef50_A0A376RPU0, UniRef:UniRef90_A0A3S4GQG7
contig_2	cds	2575750	2577072	-	PPDDFK_31930	thrA	bifunctional aspartate kinase/homoserine dehydrogenase I	EC:1.1.1.3, EC:2.7.2.4, GO:0004072, GO:0004412, GO:0008652, GO:0009067, GO:0050661, SO:0001217, UniRef:UniRef50_A0A378C3K1, UniRef:UniRef90_A0A378C3K1
contig_2	ncRNA-region	2577098	2577214	-			Threonine operon leader	RFAM:RF00506, SO:0000140
contig_2	sorf	2577153	2577221	-	PPDDFK_31935	thrL	thr operon leader peptide	GO:0009088, GO:0031556, RefSeq:WP_004222578.1, SO:0001217, UniParc:UPI0001575FC8, UniRef:UniRef100_B5Y256, UniRef:UniRef50_B5Y256, UniRef:UniRef90_B5Y256
contig_2	cds	2577433	2578119	-	PPDDFK_31940	trmJ	tRNA/rRNA methyltransferase	COG:COG0565, COG:J, EC:2.1.1.-, RefSeq:WP_002887846.1, SO:0001217, UniParc:UPI00015763C4, UniRef:UniRef100_W9BJB5, UniRef:UniRef50_P37005, UniRef:UniRef90_A0A8B4G856
contig_2	cds	2578751	2579308	+	PPDDFK_31945	arcA	two-component system response regulator ArcA	SO:0001217, UniRef:UniRef50_A0A3S4ITU3, UniRef:UniRef90_A0A3S4ITU3
contig_2	cds	2579314	2579466	+	PPDDFK_31950	arcA	two-component system response regulator ArcA	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, SO:0001217, UniParc:UPI000A714F7B, UniRef:UniRef100_A0A6N3DIS6, UniRef:UniRef50_P0A9Q3, UniRef:UniRef90_P0A9Q3
contig_2	cds	2579528	2580886	-	PPDDFK_31955	creD	cell envelope integrity protein CreD	COG:COG4452, COG:V, SO:0001217, UniRef:UniRef50_P08369, UniRef:UniRef90_A0A1F2M7U9
contig_2	cds	2580947	2582272	-	PPDDFK_31960	creC	two-component system sensor histidine kinase CreC	COG:COG2205, COG:T, EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, SO:0001217, UniRef:UniRef50_A1JPM3, UniRef:UniRef90_A0A486URG5
contig_2	cds	2582241	2582372	-	PPDDFK_31965		hypothetical protein	
contig_2	cds	2582372	2583061	-	PPDDFK_31970	creB	two-component system response regulator CreB	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, KEGG:K07663, RefSeq:WP_002887820.1, SO:0001217, UniParc:UPI00015763C0, UniRef:UniRef100_A0A0E1CPP1, UniRef:UniRef50_A0A0E1CPP1, UniRef:UniRef90_A0A0E1CPP1
contig_2	cds	2583074	2583547	-	PPDDFK_31975	creA	protein CreA	COG:COG3045, COG:T, RefSeq:WP_002887814.1, SO:0001217, UniParc:UPI0001A581E5, UniRef:UniRef100_A0A0E1CP84, UniRef:UniRef50_I2BD09, UniRef:UniRef90_A0A087FQ49
contig_2	cds	2583877	2584179	+	PPDDFK_31980		(pseudo) Right origin-binding protein	KEGG:K05804, SO:0001217, UniRef:UniRef50_A0A914XZ38, UniRef:UniRef90_A0A378C2B3
contig_2	cds	2584176	2584625	+	PPDDFK_31985		GyrI-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A379T376, UniRef:UniRef90_UPI0026511143
contig_2	cds	2584622	2585050	-	PPDDFK_31990	gpmB	2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB	EC:5.4.2.11, GO:0004619, GO:0006096, SO:0001217, UniRef:UniRef50_A0A2X3FQ12, UniRef:UniRef90_A0A2X3FQ12
contig_2	cds	2585047	2585268	-	PPDDFK_31995		Phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A376MQK3
contig_2	cds	2585382	2585897	+	PPDDFK_32000	yjjX	inosine/xanthosine triphosphatase	COG:COG1986, COG:FV, EC:3.6.1.-, EC:3.6.1.73, GO:0000166, GO:0009117, GO:0017111, GO:0046872, GO:0103023, RefSeq:WP_002887810.1, SO:0001217, UniParc:UPI0001B7416F, UniRef:UniRef100_A0A0E1CJP0, UniRef:UniRef50_P39432, UniRef:UniRef90_A6TI08
contig_2	cds	2585884	2586150	-	PPDDFK_32005	trpR	trp operon repressor	COG:COG2973, COG:K, GO:0003700, GO:0006355, GO:0043565, SO:0001217, UniRef:UniRef50_A0A090UW65, UniRef:UniRef90_A0A376U1M9
contig_2	cds	2586303	2587100	-	PPDDFK_32010		peptidoglycan lytic exotransglycosylase	SO:0001217, UniRef:UniRef50_A0A379FMA3
contig_2	cds	2587153	2587926	-	PPDDFK_32015		Soluble lytic murein transglycosylase	SO:0001217, UniRef:UniRef50_A0A3S4HZU0
contig_2	cds	2587923	2588240	-	PPDDFK_32020		Lytic murein transglycosylase	SO:0001217, UniRef:UniRef50_A0A447JNY2, UniRef:UniRef90_A0A377UUC3
contig_2	cds	2588468	2590135	+	PPDDFK_32025	ettA	energy-dependent translational throttle protein EttA	COG:COG0488, COG:R, EC:3.6.1.-, GO:0000049, GO:0005524, GO:0005737, GO:0006412, GO:0016887, GO:0019843, GO:0043022, GO:0045900, RefSeq:WP_002887805.1, SO:0001217, UniParc:UPI0001A581E0, UniRef:UniRef100_W9BIU4, UniRef:UniRef50_A0A0H2VFI8, UniRef:UniRef90_A0A0H2VFI8
contig_2	cds	2590229	2591461	-	PPDDFK_32030	nadR	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	COG:COG3172, COG:H, EC:2.7.1.22, EC:2.7.7.1, GO:0000309, GO:0003677, GO:0009058, GO:0050262, SO:0001217, UniRef:UniRef50_P27278, UniRef:UniRef90_A0A2X3EWW8
contig_2	cds	2591483	2592391	-	PPDDFK_32035	radA	DNA repair protein RadA	GO:0005524, GO:0006281, SO:0001217, UniRef:UniRef50_A0A2X2T6A0, UniRef:UniRef90_UPI0009B111B3
contig_2	cds	2592363	2592866	-	PPDDFK_32040	radA	DNA repair protein RadA	SO:0001217, UniRef:UniRef50_A0A2X3KJK5, UniRef:UniRef90_A0A2X3KJK5
contig_2	cds	2592876	2593847	-	PPDDFK_32045	serB	phosphoserine phosphatase	COG:COG0560, COG:E, EC:3.1.3.3, GO:0006564, GO:0036424, RefSeq:WP_004177487.1, SO:0001217, UniParc:UPI0001576FA4, UniRef:UniRef100_W9BQ63, UniRef:UniRef50_P0AGB1, UniRef:UniRef90_W9BQ63
contig_2	cds	2593952	2594599	+	PPDDFK_32050	ahpA	YtjB family periplasmic protein	COG:COG3726, COG:S, RefSeq:WP_002887794.1, SO:0001217, UniParc:UPI0001576FA3, UniRef:UniRef100_A0A0W8AW97, UniRef:UniRef50_Q8ZIQ1, UniRef:UniRef90_A0A1D8JNR9
contig_2	cds	2594599	2595615	+	PPDDFK_32055	lplA	lipoate--protein ligase LplA	BlastRules:WP_000209755, BlastRules:WP_000209756, COG:COG0095, COG:H, EC:6.3.1.20, GO:0005524, GO:0005737, GO:0016979, GO:0036211, RefSeq:WP_004146971.1, SO:0001217, UniParc:UPI0001A581DE, UniRef:UniRef100_W9BIU6, UniRef:UniRef50_Q8FA49, UniRef:UniRef90_A6TI00
contig_2	cds	2595696	2596415	-	PPDDFK_32060	deoD	purine-nucleoside phosphorylase	COG:COG0813, COG:F, EC:2.4.2.1, GO:0004731, GO:0005737, GO:0009164, GO:0042278, GO:0043096, RefSeq:WP_002887789.1, SO:0001217, UniParc:UPI0001754A6D, UniRef:UniRef100_B5Y274, UniRef:UniRef50_Q327L2, UniRef:UniRef90_Q327L2
contig_2	cds	2596518	2597741	-	PPDDFK_32065	deoB	phosphopentomutase	COG:COG1015, COG:G, EC:5.4.2.7, GO:0000287, GO:0005737, GO:0006015, GO:0006139, GO:0008973, GO:0009264, GO:0030145, GO:0043094, RefSeq:WP_004178550.1, SO:0001217, UniParc:UPI0002186153, UniRef:UniRef100_A0A2P0BJ50, UniRef:UniRef50_Q327L3, UniRef:UniRef90_Q327L3
contig_2	cds	2597794	2599116	-	PPDDFK_32070	deoA	thymidine phosphorylase	COG:COG0213, COG:F, EC:2.4.2.4, GO:0004645, GO:0006139, GO:0006206, GO:0009032, GO:0016154, GO:0046104, RefSeq:WP_002887787.1, SO:0001217, UniParc:UPI0001576F9F, UniRef:UniRef100_A6THZ7, UniRef:UniRef50_Q74PY8, UniRef:UniRef90_Q57G40
contig_2	cds	2599230	2599493	-	PPDDFK_32075		deoxyribose-phosphate aldolase	SO:0001217, UniParc:UPI00031B58C5, UniRef:UniRef100_A0A4P0XSQ2, UniRef:UniRef50_A0A377UT84, UniRef:UniRef90_A0A379X0M2
contig_2	cds	2599559	2600008	-	PPDDFK_32080	deoC	deoxyribose-phosphate aldolase	EC:4.1.2.4, GO:0004139, GO:0009264, SO:0001217, UniRef:UniRef50_A0A376P061, UniRef:UniRef90_A0A377TMA9
contig_2	cds	2600425	2600766	-	PPDDFK_32085	nupC	Nucleoside permease NupC	SO:0001217, UniRef:UniRef50_A0A377ZPI7, UniRef:UniRef90_A0A377ZPI7
contig_2	cds	2600708	2601703	-	PPDDFK_32090		Pseudouridine transporter	SO:0001217, UniRef:UniRef50_A0A379FLW6
contig_2	cds	2601834	2602628	-	PPDDFK_32095	tatD	3'->5' ssDNA/RNA exonuclease TatD	COG:COG0084, COG:N, RefSeq:WP_049006015.1, SO:0001217, UniParc:UPI00066667C9, UniRef:UniRef100_A0A9Q6NHS5, UniRef:UniRef50_P39408, UniRef:UniRef90_A0A1J7DT84
contig_2	cds	2602656	2603696	-	PPDDFK_32100	yjjU	putative phospholipase, patatin/cPLA2 family	COG:COG4667, COG:I, SO:0001217, UniRef:UniRef50_P39407, UniRef:UniRef90_A0A837JY84
contig_2	cds	2603850	2604074	-	PPDDFK_32105		UPF0391 membrane protein KPN_04833	GO:0005886, SO:0001217, UniParc:UPI0001576F9A, UniRef:UniRef100_A0A7H4MCY7, UniRef:UniRef50_A7ZVR8, UniRef:UniRef90_B5Y280
contig_2	cds	2604141	2604761	-	PPDDFK_32110	osmY	molecular chaperone OsmY	COG:COG2823, COG:M, KEGG:K04065, RefSeq:WP_004146042.1, SO:0001217, UniParc:UPI0001A581D9, UniRef:UniRef100_A0A0W8AW11, UniRef:UniRef50_A0A0W8AW11, UniRef:UniRef90_A0A0W8AW11
contig_2	cds	2604981	2605769	-	PPDDFK_32115	prfC	(pseudo) peptide chain release factor 3	GO:0003747, GO:0005525, GO:0006415, KEGG:K02837, SO:0001217, UniRef:UniRef50_A0A377ZPJ7, UniRef:UniRef90_UPI000DED4E3C
contig_2	cds	2605790	2606569	-	PPDDFK_32120	prfC	peptide chain release factor 3	GO:0003747, GO:0005525, GO:0006415, SO:0001217, UniRef:UniRef50_A0A8S0G1F6, UniRef:UniRef90_A0A8S0G1F6
contig_2	cds	2606660	2607337	-	PPDDFK_32125	yjjG	Pyrimidine 5'-nucleotidase YjjG	SO:0001217, UniRef:UniRef50_P0A8Y2
contig_2	cds	2607352	2607798	-	PPDDFK_32130	rimI	ribosomal protein S18-alanine N-acetyltransferase	COG:COG0456, COG:J, EC:2.3.1.266, GO:0006474, GO:0008080, RefSeq:WP_009309163.1, SO:0001217, UniParc:UPI00024107D7, UniRef:UniRef100_A0A0C7KJC9, UniRef:UniRef50_Q8ZJW4, UniRef:UniRef90_A0A0F0Z4N3
contig_2	cds	2607767	2608180	-	PPDDFK_32135	holD	DNA polymerase III subunit psi	COG:COG3050, COG:L, EC:2.7.7.7, RefSeq:WP_004146046.1, SO:0001217, UniParc:UPI0001A58204, UniRef:UniRef100_A0A0B7GCD7, UniRef:UniRef50_Q6D985, UniRef:UniRef90_B5Y285
contig_2	cds	2608283	2609311	+	PPDDFK_32140	rsmC	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	COG:COG2813, COG:J, EC:2.1.1.172, GO:0003676, GO:0005737, GO:0006364, GO:0008990, GO:0052914, RefSeq:WP_064162316.1, SO:0001217, UniParc:UPI0007CC2885, UniRef:UniRef100_A0A9Q6IZQ2, UniRef:UniRef50_Q6D984, UniRef:UniRef90_A6THY6
contig_2	tRNA	2609483	2609569	+	PPDDFK_32145	trnL	tRNA-Leu(cag)	SO:0000264
contig_2	tRNA	2609598	2609684	+	PPDDFK_32150	trnL	tRNA-Leu(cag)	SO:0000264
contig_2	tRNA	2609716	2609803	+	PPDDFK_32155	trnL	tRNA-Leu(cag)	SO:0000264
contig_2	cds	2609825	2610028	-	PPDDFK_32160		DUF1435 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001BA6C9B7, UniRef:UniRef90_UPI001BA6C9B7
contig_2	cds	2610330	2611376	+	PPDDFK_32165	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, RefSeq:WP_002887653.1, SO:0001217, UniParc:UPI0001A58203, UniRef:UniRef100_A0A0W8AWJ6, UniRef:UniRef50_A0A0W8AWJ6, UniRef:UniRef90_A0A0W8AWJ6
contig_2	cds	2611483	2612052	+	PPDDFK_32170	fhuF	siderophore-iron reductase FhuF	GO:0008199, GO:0016491, GO:0033214, GO:0051537, KEGG:K13255, SO:0001217, UniRef:UniRef50_A0A378C309, UniRef:UniRef90_A0A3S4KHI7
contig_2	cds	2612092	2612268	+	PPDDFK_32175	fhuF	siderophore-iron reductase FhuF	GO:0008199, GO:0016491, GO:0033214, GO:0051537, SO:0001217, UniRef:UniRef50_A0A3S5DHS9, UniRef:UniRef90_A0A3S5DHS9
contig_2	cds	2612318	2613079	-	PPDDFK_32180		PTS system protein	KEGG:K02761, SO:0001217, UniRef:UniRef50_A0A3S4KK94, UniRef:UniRef90_A0A2X3EWZ7
contig_2	cds	2613021	2613662	-	PPDDFK_32185		PTS system lactose/cellobiose family transporter subunit IIC	SO:0001217, UniRef:UniRef50_A0A377M763, UniRef:UniRef90_A0A377M763
contig_2	cds	2614000	2614458	+	PPDDFK_32190	ebsC	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	COG:COG2606, COG:J, RefSeq:WP_004151383.1, SO:0001217, UniParc:UPI0001576EE2, UniRef:UniRef100_W9BQ67, UniRef:UniRef50_A0A069Q914, UniRef:UniRef90_W9BQ67
contig_2	cds	2614464	2615138	-	PPDDFK_32195	bglJ	DNA-binding transcriptional activator BglJ	COG:COG2197, COG:TK, GO:0003677, GO:0006355, RefSeq:WP_002887647.1, SO:0001217, UniParc:UPI000218614A, UniRef:UniRef100_A0A060VDQ9, UniRef:UniRef50_A0A0L0GJZ1, UniRef:UniRef90_A0A0J4XZ00
contig_2	cds	2615099	2615821	-	PPDDFK_32200	citB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	COG:COG2197, COG:TK, RefSeq:WP_002887645.1, SO:0001217, UniParc:UPI0001A58200, UniRef:UniRef100_A0A0E1CPW0, UniRef:UniRef50_P0ADD8, UniRef:UniRef90_A0A181W1I5
contig_2	cds	2616087	2616410	-	PPDDFK_32205	araC	AraC-type DNA-binding domain and AraC-containing proteins	COG:COG2207, COG:K, SO:0001217, UniParc:UPI000A76BF31, UniRef:UniRef100_A0A0E1CPF7, UniRef:UniRef50_A0A483G0R0, UniRef:UniRef90_A0A483G0R0
contig_2	cds	2616407	2616967	-	PPDDFK_32210	araC	AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1B7JPR3, UniRef:UniRef90_A0A447RYQ9
contig_2	cds	2616984	2618168	-	PPDDFK_32215	pobA	4-hydroxybenzoate 3-monooxygenase	COG:COG0654, COG:HC, EC:1.14.13.2, GO:0018659, GO:0018874, RefSeq:WP_064162317.1, SO:0001217, UniParc:UPI0007CC62FF, UniRef:UniRef100_A0A9Q6NHQ9, UniRef:UniRef50_Q03298, UniRef:UniRef90_A0A0J4Y4H3
contig_2	cds	2618448	2619224	+	PPDDFK_32220	yjjP	putative succinate transporter subunit YjjP	COG:COG2966, COG:S, GO:0005886, GO:0022857, RefSeq:WP_004146059.1, SO:0001217, UniParc:UPI0001576EDD, UniRef:UniRef100_A0A330TB97, UniRef:UniRef50_A0A0H3FRB6, UniRef:UniRef90_A0A0H3FRB6
contig_2	cds	2619215	2619688	+	PPDDFK_32225	yjjB	threonine/serine exporter	COG:COG3610, COG:S, GO:0005886, GO:0015744, RefSeq:WP_040223800.1, SO:0001217, UniParc:UPI00059028C6, UniRef:UniRef100_A0A9Q6NIX1, UniRef:UniRef50_A0A0H3FQN0, UniRef:UniRef90_A0A0H3FQN0
contig_2	cds	2619791	2620330	+	PPDDFK_32230	dnaT	primosomal protein DnaT	COG:COG5529, COG:X, GO:0006269, GO:1990077, RefSeq:WP_002887624.1, SO:0001217, UniParc:UPI0001576EDB, UniRef:UniRef100_A6THX4, UniRef:UniRef50_Q8XB55, UniRef:UniRef90_A6THX4
contig_2	cds	2620327	2621070	+	PPDDFK_32235	dnaC	DNA replication protein DnaC	COG:COG1484, COG:L, GO:0005524, GO:0006269, GO:0016887, GO:1990077, SO:0001217, UniParc:UPI0001B74744, UniRef:UniRef100_A0A097E2D7, UniRef:UniRef50_P0AEF2, UniRef:UniRef90_P0AEF2
contig_2	cds	2621136	2621627	+	PPDDFK_32240		DUF2501 domain-containing protein	RefSeq:WP_064162318.1, SO:0001217, UniParc:UPI0007CC7095, UniRef:UniRef100_A0A9Q6J0P7, UniRef:UniRef50_P18390, UniRef:UniRef90_A0A919HYF7
contig_2	cds	2621884	2623326	+	PPDDFK_32245	opgB	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	EC:2.7.8.20, GO:0008484, SO:0001217, UniRef:UniRef50_A0A447JP43, UniRef:UniRef90_A0A447RYX2
contig_2	cds	2623323	2624174	+	PPDDFK_32250	opgB	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	EC:2.7.8.20, GO:0008484, SO:0001217, UniRef:UniRef50_A0A376MQB1, UniRef:UniRef90_A0A377XLU1
contig_2	cds	2624229	2625167	-	PPDDFK_32255	rpnC	Recombination-promoting DNA endonuclease RpnC/YadD	COG:COG5464, COG:L, SO:0001217, UniParc:UPI00026F05EA, UniRef:UniRef100_W1DTA5, UniRef:UniRef50_R4Y5L5, UniRef:UniRef90_W1DTA5
contig_2	cds	2625307	2625555	-	PPDDFK_32260		Glucosamine--fructose-6-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_A0A377ZPS3
contig_2	cds	2625552	2626004	-	PPDDFK_32265		Glucosamine--fructose-6-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_A0A377ZM83, UniRef:UniRef90_A0A377ZM83
contig_2	cds	2625974	2626315	-	PPDDFK_32270		SIS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Z0KPQ9, UniRef:UniRef90_UPI00165E1669
contig_2	cds	2626333	2626644	-	PPDDFK_32275		Glucosamine--fructose-6-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_A0A3S4KHG9, UniRef:UniRef90_A0A3S4KHG9
contig_2	cds	2626605	2627393	-	PPDDFK_32280	glmS	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	COG:COG0449, COG:M, SO:0001217, UniRef:UniRef50_A0A6P1Q4D9, UniRef:UniRef90_UPI000C7C79A5
contig_2	cds	2627406	2627681	-	PPDDFK_32285		PTS system mannose-specific transporter subunit IID	SO:0001217, UniRef:UniRef50_A0A377L5Y1
contig_2	cds	2627681	2628256	-	PPDDFK_32290		PTS system mannose/fructose/sorbose family transporter subunit IID	SO:0001217, UniRef:UniRef50_UPI0015917814
contig_2	cds	2628234	2629013	-	PPDDFK_32295	manY	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	COG:COG3715, COG:G, RefSeq:WP_002887608.1, SO:0001217, UniParc:UPI0001A581F5, UniRef:UniRef100_A0A0E1CPX7, UniRef:UniRef50_A0A0E1CPX7, UniRef:UniRef90_A0A0E1CPX7
contig_2	cds	2629030	2629500	-	PPDDFK_32300	agaB	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	COG:COG3444, COG:G, SO:0001217, UniRef:UniRef50_A0A288TU31, UniRef:UniRef90_A0A288TU31
contig_2	cds	2629515	2629937	-	PPDDFK_32305	manX	Phosphotransferase system, mannose/fructose-specific component IIA	COG:COG2893, COG:G, RefSeq:WP_002887606.1, SO:0001217, UniParc:UPI0001576E1B, UniRef:UniRef100_A0A0W8AW33, UniRef:UniRef50_A0A0W8AW33, UniRef:UniRef90_A0A0W8AW33
contig_2	cds	2630037	2631446	-	PPDDFK_32310		Fis family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A378AM08, UniRef:UniRef90_A0A2N4Z2Y7
contig_2	cds	2631479	2632693	-	PPDDFK_32315		Sigma-54 factor interaction domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919HWZ0, UniRef:UniRef90_A0A919HWZ0
contig_2	cds	2632863	2634170	-	PPDDFK_32320	mtlD	Mannitol-1-phosphate/altronate dehydrogenases	COG:COG0246, COG:G, SO:0001217, UniRef:UniRef50_P0A6L8, UniRef:UniRef90_A0A1J7FKS1
contig_2	cds	2634197	2634382	-	PPDDFK_32325		Altronate oxidoreductase	SO:0001217, UniRef:UniRef50_A0A376UBM7
contig_2	cds	2634394	2635416	-	PPDDFK_32330	tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	COG:COG1063, COG:ER, RefSeq:WP_064162319.1, SO:0001217, UniParc:UPI0007CC299D, UniRef:UniRef100_A0A9Q6NHR5, UniRef:UniRef50_P39400, UniRef:UniRef90_A0A181PQS0
